GUID,Type
f2f0b1200cedec6ae75585cb9aec8368,ASSET
45c93d25b6bf405381fd8bbb3360cff2,ASSET
64e46b8ca2d0e2a73607c46af5c6b092,ASSET
8484602605b3a46f7b040986f53ca851,ASSET
193bbda7fee9e4d44642667099f01127,ASSET
40fcf4c716922b078be3a16fc8f882b7,ASSET
00dcafb2f7a34cafa10f3f35476dbb9d,ASSET
fd0f5927c7a945eda0901bd9a4529dfa,ASSET
a2e8d3675ac44291be511e05951d5242,ASSET
4f3eb879444b435c837b2753059c6c77,ASSET
bcd3b0ba885c475f8036d29365ee99ee,ASSET
4ecd5c028c2f2f789f78d1909fa536f1,ASSET
6a32442a70e54f548e69d69dbd05bc73,ASSET
0adc955de3064ac8a01546d8bf2c3877,ASSET
351b508802374053a212037bfc303798,ASSET
2107311d8661f1200bf684a65e9148a1,ASSET
05fc7d18010120a094f51628401a2813,ASSET
6256b987b0bb481294bfc88dab51a116,ASSET
5a690f18a01042777c1653f09c408df8,ASSET
9705b686883845b486b6d87237d7b589,ASSET
268142ed48e14f368fc0880360f7984a,ASSET
2d03d9de41c144c08957b0028b4faa17,ASSET
4c742646510b4867a51c4940d0c43cb1,ASSET
2f15cca0b23242699e3e8af955d12693,ASSET
6737bf5dcfe1a4b7af8113810ad44f9a,BANK
c138810137d0f2279b02e8a5bb1df06a,BANK
06031c28c4f242fadc5e57defce26515,BANK
bec994c9b62341242dc3ed554f7e8257,BANK
77dd06051d8e5bc6e6344fd0acd03e06,BANK
3b27cc7bb6a5d01ed2fb84f33a20ea44,BANK
2a1f02b00d21c945e29865bafc2317a9,BANK
b252a39e153f001418c42a125e87da56,BANK
f6a20fba0d93c7a336e8f18719816af3,BANK
6639803e9f944910fa3b6db589b719e8,BANK
3a180a8980ee0d0f092c474ab0c97054,BANK
8f3b6a22455a480ab367ea1a211e5f7b,BANK
6c3cab27c71840d5b2b6e23fdb631b1b,BANK
45f176723bd35280c06205f1a032c1a2,BANK
701e2d0e0fbb6b3d42c521679768690d,BANK
d8ef63246f6ef1bc021c62da2d3cdfc2,BANK
5c80557df1446d936c51ff5c98e2c078,BANK
4891b690ee885dfc474827814460ec63,BANK
0b3d96463c42f78285a23e54da286b48,BANK
ac0cece9102936684bbf80d155ecae56,BANK
6dc4b1ad92aa517521093b21e4ea4983,BANK
ce3b30eb20df66e50b8d17eba2eaf89f,BANK
aeccdc04271f68c4c84c8ce45c23be65,BANK
9fd0f1b9ac57a79682048e9a8701db99,BANK
3774c1d726e9af4977f5280e4a425df6,BANK
d63cb4ac2c8f334195929c65ddafc13f,BANK
62c00fa47b943a403e4ac040c228dc5b,BANK
de104be0f7d7b2a8307aa51fda2aed99,BANK
d8b9f70647fd3829eb8cf7202a671fab,BANK
f498fa958dfba78615f2745b1b61e759,BANK
c1bbe5c6086161202c699ceb71da32d2,BANK
de2effae1636b1fdf7b8e91d82a431d1,BANK
02b7939c6ccae8cd5708845d77e92ebf,BANK
fea155a40651caa58002ff91f564c459,BANK
6fcabc284f1bf77e374480a3c68a8d17,BANK
f83be95f5c453b2abc9bb9b56353d3bf,BANK
7c32a28ff9568d5b40db8704db5299f5,BANK
25043226d8d2429c1eaf0d5176289b9d,BANK
d402d2ec2452f181c936665397b1333b,BANK
aff43fe2d24890f36e479388d0b16870,BANK
4069fb01e8966f602e6ea765e09551f3,BANK
8f5269f28555986d276db44a4430d9ac,BANK
4b9c7cb09b1de482bbe49eac68717b17,BANK
f8511032e40ceb976eb5259615c7cc76,BANK
88f77bee64378f04c2e2809bf2e90b3d,BANK
ed7eebc6a873b2045979dae1fcaf6283,BANK
33973482d6b56800bbbcb479c98dd44f,BANK
11d21b493ef15eea1a662d582786047b,BANK
ce9adc318f1434db9bbced9c45d0c757,BANK
43c3600b0fb844e5ae9132e423552745,BANK
09b43b2ecd8a4dfc987b3dde9e280655,BANK
8bdc49701f4a43fea21baf349ff653f5,BANK
5df9f0a501ef48dfaf125d5d5a9d4f43,BANK
13fc87ef9963474f828952adcc35c0e6,BANK
afe4e9626a5548f38a74e74fbead9682,BANK
fe2acaa3476c4b3fae69e5521b43ed98,BANK
b62be2397c9a4d2693b1011eab8b6c8c,BANK
1db34b1735c44b42babfbb8a9db91f47,BANK
b27659e999bc4f038620f7138dc25a88,BANK
4d329ac77c3c42d89ba52e605fe99fa5,BANK
445cc71da43847d09cbfa25973415a04,BANK
820b06442f114323aed834dc33d8e139,BANK
d5c1dcdec0c94d08bdc4728d82c8b0ec,BANK
b578587c1eda45e8b6f05fed35fdfff4,BANK
c6781fefba3741b1bf22863fe80b90bc,BANK
c63a5de94a0241c6956b6c51e86757e8,BANK
d25719ddef0a49b79cb4b66f73dcbb5d,BANK
1668f425b86a4657ac312780c79d842c,BANK
6916d192499f402c86ad0dc8d5c26bca,BANK
95f134765a1c4c26bf2e3015356a7227,BANK
7b78f30af2e54bdc877c1a93b39892c4,BANK
bd70f91bbb0142fca7a77488f520e249,BANK
8bff9ed2ee004bb88a57180fc8544ca4,BANK
fa82e2488fb942729af709c7e5aea4a4,BANK
6b2328efacec453488fcd42a4535eb4a,BANK
e56a66b840c144c996646c40c9c10e56,BANK
00f47cecb3b6751b0407b9c2cd2c6de6,CREDIT
6147e5bb1e25e35eb4aa4cee5d9a9fec,CREDIT
874eef25341fba24c2c4557b7d5e61c6,CREDIT
c5d4272cd55e66b44685105de8aabcab,CREDIT
bbfe2ebe0403fc81de17e706bbbc06db,CREDIT
81c18f95d2414d874aa35ac489091806,CREDIT
f677a280c747c2221498e9b0240c06ef,CREDIT
cf985db0ee4c3ccd0468f396264ed240,CREDIT
3a9abdde56a711e8897f83992f1cbd20,CREDIT
01529eebb053fe323771f334b642cd4a,CREDIT
c942506976be71914ba2f6302e6468ae,CREDIT
0597c5ab62985b4861b1b1f45d9aae93,CREDIT
9fd22da3c46c584f06fc4bb337f59060,EQUITY
a9eb0f8b7199eaae44959698f200308e,EQUITY
0ae91ec2644dbc8301999eb5d9dc7699,EQUITY
a714bc01783586b64dbc504e09d46dc0,EQUITY
79e6bccaed179162e57f043eca25f517,EQUITY
59de26c48fee187915871d04b0facbbc,EQUITY
85df7a56242ac36cabd8368ace53b4de,EQUITY
5b012ffb1abc5b0d4e27428f02742db3,EQUITY
bb7d3196efc14179753c7cb3ef5033b2,EQUITY
9ad2bdcc78cc05675e17b184c6020ab0,EQUITY
b11f9189f0bf443272cc2d7958c22495,EQUITY
39357b26f9b2a8124dfbf7cac7bdeaa0,EQUITY
fb68ca986d7d0428392ad28f9cc24439,EQUITY
5da7376a74f3727e9fa0fb774de91e2f,EQUITY
ef7b5933687ff02ba06376280080fec8,EQUITY
3e1f4e142f3e54cd3c0140d740243803,EQUITY
7bd1909eedee5a991e64046d43c62beb,EQUITY
f0a87bed99afabb700e5195033837bca,EQUITY
a419a83b646d7c83ba62ef4db4880206,EQUITY
b2ed6760e78358cdc14b190168b91eed,EQUITY
65dbec68ce201f82916af57dd0741b0e,EQUITY
86c8c6b8e8d9fe1ce049af2731ad7986,EQUITY
aaa46e1e22194898210829612e4d5c5d,EQUITY
5bee5ed65225a35a49b3264571dc113e,EQUITY
10338f0251511eac1681f9476ace4331,EQUITY
541a401cfd737a2a5db46f9aeabc00da,EQUITY
2897e212d75c948b5f054a795c55eb7b,EQUITY
79f850cc8b6aabdc7e69e6dd73c13b5c,EQUITY
71e47be016e122ca49c14d1f64b2bba2,EQUITY
335c6a8a3d1c212b15931368b7dde66e,EQUITY
a6ebf29a89ece724f4c6b6892f017f04,EQUITY
9e7ff92260a571d79726fd0c6ab54f92,EQUITY
d8523de795886669b45bcd74654a6626,EQUITY
d59a20f5ed9b434b9ab3aef05833f23b,EQUITY
7dce4abe410140b7947a0c249da5808c,EQUITY
c1acfbd57f134ec7a9f2062226c543f8,EQUITY
dbe5e62d67f94036baf88a995a331aca,EQUITY
efd215282e074142b48c3d006c3713b0,EQUITY
6a7740c49b8947ddb854552a87c50d3f,EQUITY
9b961694612825807703aa1d7aa98968,EQUITY
13ed2fd76da4785892759b7465ac9940,EQUITY
4664ec6fd4454476ad65abf03a167a43,EQUITY
58548eab534eaacc51af634f0c757c4a,EXPENSE
41c0b482895a8a6b2c1a930759003dc2,EXPENSE
49c0df6128ea0080b404fbd1738e1553,EXPENSE
3d56252ab9224b6f824a927a1e74c272,EXPENSE
a2ba65ae577a45ea83f7daeeb15858d5,EXPENSE
bbcad692e2961f4b67892af76a26cb43,EXPENSE
ce14668c25074647a365e8634334d226,EXPENSE
b907a72e4268b852eaa58df090e67485,EXPENSE
f50a6284d1754dca91dc9d5ae97a76d8,EXPENSE
0778e37025564b4ca786364f08b68149,EXPENSE
8d4fd16219e2403fb1ac1106eda24478,EXPENSE
a2f4759eecc22890abccb9028e4c64a0,EXPENSE
2d7a371a7fa4bdf9a319ef4e3df3a31a,EXPENSE
8476ddfdfce45498b94f4dc4e048ddd5,EXPENSE
dfcb6dfcedab67e15b87f537659ba0fe,EXPENSE
4a3fd238748a76d990d0e66b94e0af37,EXPENSE
4894c0b4b8ac4fa6b547f05a15c49bfb,EXPENSE
177ab81482714d3c9f0c72968d61a0aa,EXPENSE
025164d18de000d37e31d2cea2a190d8,EXPENSE
a3691a77fec54c7e9109ab2979d3c579,EXPENSE
eab97230103f42d28058a6ed46866b2c,EXPENSE
1e6dd82f270258cde5ec39d4be484096,EXPENSE
ffe24565f42240dda75cb3d701daa45c,EXPENSE
b7c3111b484b4bde9f3201bc29097450,EXPENSE
5106f5f3753692208e5d2ed646035e7d,EXPENSE
0103f3a0fc4942234c6c823a3376435a,EXPENSE
89883e92d80b07522fae98ee0be6468d,EXPENSE
68a8cd25f08b17845fd2668714a97d32,EXPENSE
88d7f9c7d3131e4254dd695bb43bb047,EXPENSE
6cd4d66e1c5c556efdf5fbe6969eaf4d,EXPENSE
97537450fff07ff127b3fdb007ba0a25,EXPENSE
b2a64038246984590b6991ba83bd057e,EXPENSE
d844cfab25c145d28f5cf1f59c828383,EXPENSE
0b5f0cd3d480443badb336feeba1c1c6,EXPENSE
dde700774e08715ab600c7ebbe08b572,EXPENSE
07ca7a4b7c65419ea44b4c3cc33c1e6a,EXPENSE
fa97f98f490fd41e53f3a2ab36f72da5,EXPENSE
d7aaf64e2c3d45939fa266aafd41cd1b,EXPENSE
38e58c436acd45b696d942dd5aaa1225,EXPENSE
aea222f31cabdad35e4218d391f446b1,EXPENSE
ad0efaebac87b9df650af28ea9f1a2cc,EXPENSE
d52ee0f27abadfafecbb13b1c91fe316,EXPENSE
a9b820105d588175500d8d576b7197c4,EXPENSE
bb8c986964591afaeab09e62758d80c9,EXPENSE
6eacf0874eb9193b1cf31e5ecd8d8886,EXPENSE
75e5c109fffb4441b6bee5441b19f278,EXPENSE
7a4a82909365a1ee294b2908c5f49fbb,EXPENSE
68dcb90ed093d0f813946c982567d386,EXPENSE
2b9e881ebfd9e21750173b1c64a527f0,EXPENSE
a3737ce9ec463fc9428ca4e4831b30f2,EXPENSE
eff584f169ffae948e149b68c7c2e528,EXPENSE
0186f8cfab8d16e26d28576fea475ebd,EXPENSE
eae54c2a670d4a369c756c940c54fd69,EXPENSE
e5f8745d8abc4905bfd0d0f545e4776c,EXPENSE
2c7454294ffd4f4aa138a9b55daaab1c,EXPENSE
69210fe595df40b99a257d708bb5f0e6,EXPENSE
6ee810a11de6a7f7126acb7852b66afa,EXPENSE
6ab362313ec52b27bc419dac831d981a,EXPENSE
61b1f8639a8c4b619ba5824f0f5d5d47,EXPENSE
5f550f9b180543cbb0781031b3c25958,EXPENSE
e9bfb91ab38bd6a3b927b7f2e0e1ec13,EXPENSE
a043cc19865857359494d172cf4fe505,EXPENSE
319d4ddf71f4f95b0df94b753a9a425a,EXPENSE
29b3520844d48332af3b13215a9866e0,EXPENSE
de9765a2016830dbdc67958cd74629c1,EXPENSE
ce25df8275ab10baa9f4d91284607f72,EXPENSE
0a94d893db327324f933cff18ca65e9a,EXPENSE
691a5a0d0f93396c9cb13948e677f2ca,EXPENSE
81c496311b086c33aae367ead839c07e,EXPENSE
baf2cf1c43634e3764bae70492dc00b4,EXPENSE
e9cf25344fd48d72aa4a1e47677523fa,EXPENSE
a00322087328030f4e1222b5bb08d309,EXPENSE
9bb82273308ade19287f1e8653b703ce,EXPENSE
54f13e484d77318f813b62e033f38bf5,EXPENSE
2fec2b21d1b75f5470135f43886caaab,EXPENSE
40d85084c47e2a175ef74623a99eb6d4,EXPENSE
091b125bdc858aca3e3b0e99f95f138b,EXPENSE
27b390014ac36a481328efc914f76d73,EXPENSE
b5ab4ffa3f584a92df3e8ad2af9cf207,EXPENSE
7bfc347e630e7afa6de4deb661f96bde,EXPENSE
1ddd1fe6a29ae44444666abb5db423fe,EXPENSE
73cdc5e3985e0990fc653f2d481ac3bd,EXPENSE
2eaeed979f823ef120190f2fdf265e3c,EXPENSE
53385ebcbad16bbac63569a34259140c,EXPENSE
eae26703a1450ac200fe6328d5bd4929,EXPENSE
ef38059e8cfc4868945bd1f39dbdc19d,EXPENSE
9459b75a692e4a8d902dc7aae52bd4c2,EXPENSE
766b7f70fd105eae9b9343295cba5990,EXPENSE
c20be048897486e5dd71a340207d1d95,EXPENSE
5f57eddf1a7e060d37fc5390d563525f,EXPENSE
021331b3e192761a117c00ce8a14991c,EXPENSE
d12c591b938b68daf7e96632b625cc0a,EXPENSE
541935f50bc8c2cdc8aec20bf0b17f71,EXPENSE
30fca6492980f29575b5994d9c4dc2b2,EXPENSE
d8f9b942f37aed83bdf9608d06c05395,EXPENSE
ebe8d4431bf3c9356d274a9708a65f21,EXPENSE
70cb2e75b4c444ba9988ec0ab86ca214,EXPENSE
c0629a31158012ac15f72eb9dfe30dc2,EXPENSE
678d290afa474a9fa2d220c79e47e2a1,EXPENSE
5f9ee03660416b3e4d582fc26f0e320b,EXPENSE
b03af6b33e9744e207f067f4ebcd4c91,EXPENSE
8ecc0edc326841928b3e6860de8c8a45,EXPENSE
f4e3b3f7f56d4e2f836bfc9709d023db,EXPENSE
dd65996c5de26f9255c9ce58ba93b5cf,EXPENSE
13b6970b88840a88e72804d445f3abb7,EXPENSE
e6b76c25e855453cb269cfabbf1daafc,EXPENSE
d42af920eba26d4f2fb14adec85a6975,EXPENSE
d8049c0bd95e4201890338b10e4dbe22,EXPENSE
2c4008517f1746b3983ae2c8b561a83c,EXPENSE
05366a71ffcb40d1bc6edc561bbbe96a,EXPENSE
4c8dc4bfa69f9f1b2bd29363405f2591,EXPENSE
a77792d82672e608e7785cfa0691ce99,EXPENSE
d6e6bf9a8c8c0de2f2d04c013384fc40,EXPENSE
a867aeefc5f7bc5a1d6fb1be81ea29da,EXPENSE
06243a7c8850b3618be9b1cb54270419,EXPENSE
cd67e8d6f2771fadf345c63c51ad1a1e,EXPENSE
4537f8a2776caa96582026177538e5e6,EXPENSE
c7f6a220774daa1ac77e0e34a24c164d,EXPENSE
617faed9e3ac730d8d0464219292ecd5,EXPENSE
e37aa7a21c2af60dacd920db5bdc3a12,EXPENSE
fca983d873fa64b3cbed49a485cf2c3f,EXPENSE
6ea8275c52cb6e9ad9908faa735a50ae,EXPENSE
2a183c6eddbc554fb6e1a8bc622014f0,EXPENSE
d099efb4dbbc5f901f87bef2ea660d4c,EXPENSE
050fb9a6633210b647cf738a80265086,EXPENSE
25b3146ad94717b2413f74ee7ad0d9e4,EXPENSE
c4465fbd41cce9c132f292b665de5dea,EXPENSE
dd869b3e5898590f956648ecd98b3aec,EXPENSE
ce15b6de4a423e2026a34be10abfd5c2,EXPENSE
057cfa8da984a4b70c589fa93ef88a87,EXPENSE
b45a3ca6dbeafae8337dd2ad0fd2a016,EXPENSE
7037ab9a86c495e51875c8cb6f1e0371,EXPENSE
348cea1b845f2199887922bc6c2b7724,EXPENSE
2f8a8c561f0648d14f42849a261e81f5,EXPENSE
95b5047ab6b1f05d384e53610f234090,EXPENSE
9fb03ccf6f80cb8a396aca04d04a77ba,EXPENSE
bce1e97622a67a3a673fee5722605f6f,EXPENSE
fa0fb76cf62b0964cbcae8d3adf121f3,EXPENSE
90163a6825d7fef381f5f9ae5920ceae,EXPENSE
1ed547d6028f335fd99ea480e393e777,EXPENSE
0c4eda255216de336a33e02df6a8fd3a,EXPENSE
da8809a8e2294d1db428950ec74b44e2,EXPENSE
4254e9d0b50f3a1eceec177c80acfebf,EXPENSE
dfd59a4bdd12416a827020f5bb468ffb,EXPENSE
6cf37e46f3b1c02278c747b65b6181bf,EXPENSE
6a959f6d609e3eaaf229ccd8e91352d1,EXPENSE
f6dee6af5411063559650c5d28454e8d,EXPENSE
304d00744a3a542a81e993aa632a2a64,EXPENSE
6bb5ad4c45cba4f990b93e802a85f167,EXPENSE
340045c0b131bb9ae664dee2600f7740,EXPENSE
b749c57a7c943f816f72c11616504757,EXPENSE
239641674e37a3d2ec9234a18cba1d83,EXPENSE
2e2e92fe26b4421b9adca035c3071c42,EXPENSE
d5884debe8db4019f1fa08af02b3356f,EXPENSE
43cee8ef12cdc27a5c7cc31cbfc8d38a,EXPENSE
cf9defbee3ed4a5cbb2453a0964863ad,EXPENSE
7d3d0d9559a19f4dcf61cf48e7bba7c4,EXPENSE
bb3bd3cebf813386495427355c7935b5,EXPENSE
b0e1aa0fadd551cc1c38f4c2560a1d9b,EXPENSE
89aed642744df02a34c392db67730a3a,EXPENSE
b502871bb4359455f4c6feecbc9d3325,EXPENSE
f368d593bc2ef5c6b447a902c7b8b63b,EXPENSE
466c01b18a348c0d1b1619c6f54b18cf,EXPENSE
d590c884522cefbbc911355534569cf2,EXPENSE
7beb2ba3390d487675820eced68fef8c,EXPENSE
e666a302394a032eefd0bca180967d74,EXPENSE
0afb12759e3e5d7480d8e444c143d431,EXPENSE
df50f8be1c8decc9504bcf7c4d0b095e,EXPENSE
99e8b699ccf64d1e596b649621792d8f,EXPENSE
b6e4af781da94bcc5f079a0835465be0,EXPENSE
eca78768b2e6dfc23a1882bea149966d,EXPENSE
5d84d894072899cb28fdb22d2d31fd72,EXPENSE
6bb4579aa9d30d3e8636132156908a76,EXPENSE
4514d55386b3fc265a181d8c17a29cb8,EXPENSE
e558f2f9ef753c71067bf54e9f0fc85a,EXPENSE
52098878ec5093ed62a652b4c167acab,EXPENSE
5106605107d74068a92f62d8509e7c35,EXPENSE
4cfbbf632b5947b79d9b1338ad43d15c,EXPENSE
4b5162751a7f47fba09a0fbd8453c2cd,EXPENSE
bd307556d96d4797a2dde48ea5d9b265,EXPENSE
738805a91c2544529a70ee6e5acbda84,EXPENSE
f074a2a1864c4843b09fe996c1ed9e60,EXPENSE
f182cf433d2f4c7b8ed47e6587136e33,EXPENSE
bf65669e9e6341de967976beb862f1ed,EXPENSE
fc19cb24ea3415ecf018c21662b658a2,EXPENSE
ab680436e1a4b0a736fbd44c87ae738d,EXPENSE
df216167e75a4b089411069bdbfe41dd,EXPENSE
ee30da0e575f41b01364c18586a43556,EXPENSE
6b22e9a80d28401a8e29397eb55df451,EXPENSE
7111c0928fdf5463519adfc11d54bfca,EXPENSE
5068791cde3f4d73e0a39356d3fd6b28,EXPENSE
eb60d0aa955253793da7ce28898fed75,EXPENSE
377862d347634f5eb8685a3a12036687,EXPENSE
a42d9d89e1464ba4a8c21887aabade0b,EXPENSE
7597cd72a3394c548f664b4aa37c1c4d,EXPENSE
d66d43bb7a364543864d5bf94c2da835,EXPENSE
fd72cbe01bd7443fbe8826284160b654,EXPENSE
257c82bcd18348a58f166b66290bd511,EXPENSE
ae8a0a5e32d041b5ac552ddfd63ee82b,EXPENSE
1eca6d66761b4111a6e99ed70b92829c,EXPENSE
ff72580885a94c3f95d309f520f58336,EXPENSE
dddd60e03dd44074a1696921c3368179,EXPENSE
c94f6390883c49ffbadc7ea358ea4801,EXPENSE
09e894c41ad044dabd1ec8265d406b79,EXPENSE
8efd1dfebd084445b7790aae2e6468c6,EXPENSE
32fcbe24c66f4f99980a8123ef58be6d,EXPENSE
af5ad1cf0f2a4f0489368474a65413ac,EXPENSE
77366f447485484b959b991f0c0ff926,EXPENSE
31cf430a553f4e549890ba3ce54483cc,EXPENSE
14ef7050aaa041daaac63f20d651ca74,EXPENSE
3cef6cf036284e24be50e7458ef8c401,EXPENSE
fa15f4ea54aa44538dc07eea3a2b9bf4,EXPENSE
bbe3de4d3d3744509d8f2625fa7b8fe4,EXPENSE
81e6f5748f3942ebaaaa38213947138d,EXPENSE
23628a4eed294d46bb1d7475f50d8ca6,EXPENSE
1ed08c48e7d3466eb6abc7aaa7246690,EXPENSE
c005ed0745094652bea594c56ccc8421,EXPENSE
aa9ba3778806462ba83f1ea9284c9de7,EXPENSE
060917a47c3982f6f46767499087daf0,EXPENSE
49d57268d814a0b1382b0998778c0f20,EXPENSE
1d5ff94022a14f40a5428c7ca8dd0980,EXPENSE
bd70075a6879fbb8fcc977b518a0d228,EXPENSE
72180a07aa9d485da2e9498dfc352c72,EXPENSE
bafebd845e524ad681eb6914ad572ac8,EXPENSE
5aecc2e6d085e22a8ad1f2c2e21bd2f8,EXPENSE
1361b623cb710ab659b5f8a3831d5153,EXPENSE
7d29ff9d971748508e7a9de28deea0f5,EXPENSE
7fec1266cdb84a94ad5f0528ad761c05,EXPENSE
07abc4cd23855c7450da2baa75a1932a,EXPENSE
49e923e1631f9da61be502573fe16307,INCOME
0f0b9fa036cc44e812ffca3d9f2e95fd,INCOME
f04619a1726ff87e3e6345d45cd9682d,INCOME
5c6eafc1744c74b7a0a76226ecd16d02,INCOME
476c6dd91bba621b187d4201461ab098,INCOME
4b8f49b58eb320244c73f42e38570d41,INCOME
f1f692cf30bd977337344b20743c77f1,INCOME
231a2f63c2168d92217ed19bfae4d578,INCOME
b06f2f962ac7d805847e7f5890fabaed,INCOME
ff88536d4336e9a25512dc45a76d416a,INCOME
17d0e5f2765557f73c09d6600800c0d8,INCOME
0085802997ca52b9a3e03b929ebb4adc,INCOME
c27e123e47144f878bcc0920835454de,INCOME
009b3ee8b3d448b8a29127c82a31a9f4,INCOME
9d0bae7cf2d0066d9b147f0158189419,INCOME
f5621258d777ad06820175420d7b8b8c,INCOME
15ee7767202059718fbdc097d7a3745a,INCOME
1d9a3d27bd7e83e8c4fabfa79454aa3c,INCOME
6062aa14610e1fd1e4188f880a840dff,INCOME
e392ed857aeafa3702537301c1916ed2,INCOME
d1d8c29faa7809f1816fcd18c545e67b,INCOME
0c900e2da2ca04cfddf7e8a5542e7485,INCOME
b8774fb1e48696f33bbc8938af033ee1,INCOME
0a5865adeee9769655f5f380d6564692,INCOME
20fadab0b44701c2d06713a8e66c32aa,INCOME
b579c79f9ea66cd6785e7a3c2ea98208,INCOME
e444ec4f5e08d13ffa0618a64425ea3d,INCOME
13be01e7fc704487bb1221b6e0199a58,INCOME
194eab3f8ff44e329ea86d66558e9739,INCOME
5f77e362371f41deaa5fcd37e6c66fbb,INCOME
a21dae6e3bb34b6ab4f13d44f24795b1,INCOME
a062abf08afd45d240e62d5a22eb5a20,INCOME
4ed80da7fcdad0e6d586d1ebc3d7326f,INCOME
59aafdc808006aa37dff0831fd660de3,INCOME
8cd0fcb66012d5bea533a48d6c243ab8,INCOME
a57c98e751ca442c945f9fa7d10177a9,INCOME
4eb72127247a4b73a7cdcfef2aa44fb7,INCOME
2fcb9cf1a75cb1e578096f1b86fbd494,INCOME
efca400ac2d75b27cacb6493470010e6,INCOME
a61d9f6459074609828d4e432d21609b,INCOME
01a69ad337ec4914a1d012413d83052c,INCOME
8adde0202badd488e0906a1448ac1e43,INCOME
e2d38880d4bb45408fda1ed94e9ff9ef,INCOME
8a08c1f46dcdefce5fb3a41778511948,INCOME
e5dca83a112585ff2e3a5ec8051b7689,INCOME
c0cb86df9bef504ee108d7ed9442daf5,INCOME
c51bec337858cb73bac97542cce75971,INCOME
26431fb492234a7bba2f10f2b7ea79c9,INCOME
